timediff_mean,distance_mean,speed_mean,acc_mean,bearing_mean,timediff_min,distance_min,speed_min,acc_min,bearing_min,timediff_max,distance_max,speed_max,acc_max,bearing_max,timediff_median,distance_median,speed_median,acc_median,bearing_median,timediff_std,distance_std,speed_std,acc_std,bearing_std,class
2841.85328185,148.731737452,0.0855598455598,0.0,201.311042471,288.0,0.0,0.0,-0.01,0.0,169632.0,1601.08,1.77,0.01,359.62,1919.0,86.95,0.04,0.0,179.62,10465.383101,195.71194897,0.153655633073,0.000880450906326,116.362958673,DEER
4050.91129032,391.017096774,0.343225806452,0.000322580645161,182.486532258,83.0,0.0,0.0,-0.21,0.0,43248.0,3760.57,17.46,0.25,359.62,2235.0,169.915,0.05,-0.0,179.62,5807.60230812,587.202379994,1.65092166837,0.0294650263644,117.449861803,DEER
6666.48888889,427.802777778,0.127,0.0,190.946333333,593.0,0.0,0.0,-0.0,0.0,67453.0,2818.62,2.21,-0.0,359.62,2287.0,191.335,0.055,0.0,183.825,11820.9261489,588.82237895,0.267529059642,0.0,119.875409783,DEER
101474.428571,343.807142857,0.0185714285714,0.0,174.508571429,2046.0,42.51,0.0,-0.0,5.11,604960.0,1201.78,0.04,-0.0,359.62,2174.0,85.02,0.02,-0.0,169.94,224022.708231,492.176805383,0.016761634197,0.0,140.943149228,DEER
12617.4871795,215.585128205,0.0517948717949,0.0,214.449487179,1086.0,0.0,0.0,0.0,0.0,174078.0,1980.77,0.17,0.0,359.62,2222.0,170.07,0.04,0.0,186.29,29618.8051705,313.203905777,0.0471208856851,0.0,115.816864283,DEER
8263.25352113,148.094647887,0.046338028169,0.0,173.092957746,478.0,0.0,0.0,-0.0,0.0,46232.0,863.87,0.73,-0.0,359.62,3909.0,91.17,0.02,-0.0,179.62,11299.6103431,146.082947903,0.108775515058,0.0,123.389998291,DEER
6431.23404255,168.358404255,0.033829787234,0.0,194.874255319,924.0,0.0,0.0,-0.0,0.0,42653.0,1098.89,0.14,-0.0,359.62,3915.0,130.735,0.02,0.0,179.62,5710.72367865,166.146711242,0.0322992187721,0.0,121.349643278,DEER
4651.56923077,176.657076923,0.0529230769231,0.0,191.089,381.0,0.0,0.0,-0.0,0.0,21668.0,1052.49,0.94,-0.0,359.62,3814.5,89.755,0.02,0.0,180.265,2834.01957108,208.504027253,0.102725993283,0.0,113.633270109,DEER
5100.16393443,202.300081967,0.0760655737705,-8.19672131148e-05,175.964836066,125.0,0.0,0.0,-0.01,0.0,32458.0,1343.6,1.7,-0.0,359.62,4004.0,129.185,0.02,0.0,179.61,3675.24675589,224.929581533,0.204339522101,0.000905357460425,119.430074643,DEER
136887.611111,269.973888889,0.0527777777778,0.0,220.283333333,678.0,42.51,0.0,0.0,7.26,2347083.0,953.08,0.21,0.0,359.61,4131.0,164.91,0.02,-0.0,193.67,551623.526562,280.97195548,0.0653322328839,0.0,118.363172383,DEER
292950.577465,276.45056338,0.04,0.0,201.093521127,298.0,0.0,0.0,-0.0,0.0,20303837.0,5467.7,0.28,-0.0,359.62,4690.0,127.62,0.02,-0.0,189.13,2408790.32303,655.965595609,0.0504833777453,0.0,118.901617039,DEER
5126.54098361,334.196229508,0.0795081967213,0.0,202.689344262,1387.0,0.0,0.0,-0.0,0.0,21313.0,2720.16,0.77,-0.0,359.63,4336.0,137.21,0.03,0.0,187.27,3001.21867788,432.388992013,0.125557771955,0.0,120.222057361,DEER
5253.9122807,243.682894737,0.0554385964912,0.0,190.387719298,672.0,0.0,0.0,-0.0,0.0,16901.0,1868.39,0.49,-0.0,359.64,4336.5,150.72,0.03,-0.0,183.905,2840.03721016,301.299063745,0.0783134201237,0.0,119.248211675,DEER
6826.83333333,294.355111111,0.196888888889,-0.00633333333333,188.083555556,23.0,0.0,0.0,-0.57,0.0,30280.0,2185.66,13.06,0.0,359.62,4961.5,217.36,0.03,0.0,180.005,5148.81785767,332.572069304,1.37282751312,0.0600832755432,118.280655074,DEER
6311.06382979,400.349787234,0.083085106383,0.0,190.374893617,870.0,0.0,0.0,-0.0,0.0,27640.0,2771.59,0.83,-0.0,359.63,5045.0,256.505,0.04,0.0,183.745,3666.69182829,438.92437795,0.116092534428,0.0,119.558003476,DEER
7226.05952381,385.156428571,0.0602380952381,0.0,198.605357143,1084.0,14.38,0.0,-0.0,5.38,36533.0,4712.71,0.42,-0.0,359.62,5230.5,169.99,0.03,0.0,179.62,5674.48620327,663.481637335,0.0811361519779,0.0,113.927175286,DEER
8506.91891892,294.668648649,0.0448648648649,0.0,197.894189189,2252.0,0.0,0.0,0.0,0.0,72208.0,2171.54,0.23,0.0,359.62,5398.5,207.88,0.03,0.0,182.61,9622.38885949,329.884166912,0.0497457437635,0.0,111.420337474,DEER
7644.53246753,425.854285714,0.0790909090909,0.0,185.383636364,549.0,0.0,0.0,-0.0,0.0,37989.0,3530.05,0.72,-0.0,359.63,5317.0,256.4,0.03,0.0,179.63,5291.76294021,539.826355515,0.121884131973,0.0,120.132339481,DEER
6290.88421053,276.475894737,0.0641052631579,0.0,192.661263158,298.0,0.0,0.0,-0.0,0.0,27594.0,2476.98,0.96,-0.0,359.63,5201.0,169.89,0.02,-0.0,179.63,3547.6832862,409.089954501,0.150109851526,0.0,108.876708568,DEER
35291.7317073,192.527317073,0.019756097561,0.0,198.908536585,1493.0,14.39,0.0,0.0,3.47,1035240.0,3247.31,0.14,0.0,359.62,5659.0,127.54,0.02,0.0,179.62,160930.889941,493.228218516,0.0228569250861,0.0,120.614779558,DEER
35855.8181818,289.812727273,0.0209090909091,0.0,177.699090909,2239.0,45.56,0.0,-0.0,4.75,81071.0,830.88,0.16,-0.0,346.79,42361.0,222.98,0.0,0.0,182.84,25084.5461303,247.407006655,0.047213249296,0.0,127.266192719,DEER
20726.3666667,312.023333333,0.0276666666667,0.0,192.885333333,1502.0,14.39,0.0,-0.0,2.59,139477.0,2560.68,0.2,-0.0,359.62,7328.5,133.54,0.01,-0.0,181.945,28332.7426007,504.698673935,0.0412463861183,0.0,102.661786321,DEER
32361.1818182,633.108181818,0.0254545454545,0.0,187.900454545,6871.0,14.39,0.0,0.0,2.65,365188.0,3779.04,0.1,0.0,359.63,12871.0,274.365,0.01,0.0,178.245,75670.473581,1006.55278329,0.025769541402,0.0,113.284069593,DEER
44706.7272727,1165.20363636,0.0663636363636,0.0,154.760909091,6765.0,50.09,0.0,-0.0,3.5,332755.0,5301.86,0.3,-0.0,354.96,7541.0,415.32,0.02,-0.0,173.94,96773.1067023,1569.02384241,0.0912439288142,0.0,132.936323663,DEER
14131.6666667,332.380238095,0.0245238095238,0.0,206.453333333,6470.0,0.0,0.0,0.0,0.0,44259.0,2650.11,0.17,0.0,359.62,7259.5,170.52,0.01,0.0,182.695,11531.4513348,493.184416309,0.0312505516792,0.0,117.912610937,DEER
54012.3333333,546.750833333,0.0141666666667,0.0,172.05,7231.0,14.39,0.0,0.0,10.63,386174.0,2522.76,0.05,0.0,357.2,7760.5,123.26,0.01,0.0,181.58,107734.50004,912.154563462,0.0162135371797,0.0,121.586364367,DEER
30364.3333333,409.652777778,0.0244444444444,0.0,181.012222222,5302.0,28.79,0.0,-0.0,4.95,220016.0,1868.13,0.1,-0.0,354.76,15349.5,218.435,0.015,0.0,179.62,50557.5739459,466.33157518,0.026617601921,0.0,115.285276625,DEER
17132.7297297,635.420810811,0.037027027027,0.0,186.534864865,6983.0,14.39,0.0,-0.0,0.42,58221.0,2779.19,0.12,-0.0,359.62,8832.0,323.98,0.02,0.0,183.47,13516.0211059,740.450754445,0.031786166179,0.0,121.482123482,DEER
27667.5238095,515.069047619,0.0271428571429,0.0,153.42047619,900.0,0.0,0.0,0.0,0.0,166747.0,3294.92,0.14,0.0,359.62,9875.0,177.55,0.01,-0.0,183.17,38012.4440777,796.442553728,0.0398927132623,0.0,132.841209437,DEER
11693.5,594.99,0.025,0.0,87.04,-0.0,0.0,0.0,-0.0,0.0,23387.0,1189.98,0.05,-0.0,174.08,11693.5,594.99,0.025,-0.0,87.04,16537.1062916,841.442927476,0.0353553390593,0.0,123.093148469,DEER
24048.8333333,255.759166667,0.0283333333333,0.0,129.249166667,1317.0,0.0,0.0,-0.0,0.0,117649.0,1659.15,0.11,-0.0,359.63,4942.0,95.915,0.01,0.0,86.785,43014.4387425,468.683879263,0.0395045068392,0.0,117.608292337,DEER
4113.13142857,250.3036,0.1144,-5.71428571429e-05,182.400914286,172.0,0.0,0.0,-0.01,0.0,172224.0,4076.13,1.27,0.0,359.64,2146.0,132.09,0.05,-0.0,183.48,12997.0220311,377.672825729,0.175094588559,0.000755928946018,113.240662807,DEER
3475.57037037,316.374074074,0.146814814815,-0.000518518518519,177.124888889,57.0,0.0,0.0,-0.07,0.0,13049.0,2065.55,3.91,0.0,359.63,2343.0,171.06,0.05,0.0,179.62,2480.95834739,358.391355092,0.358745017859,0.00602464076077,119.061976504,DEER
3373.53888889,277.904388889,0.121555555556,-5.55555555556e-05,195.033166667,139.0,0.0,0.0,-0.01,0.0,24283.0,2060.69,2.09,-0.0,359.63,2264.5,212.375,0.07,0.0,180.195,2774.03225939,284.112951158,0.192692832307,0.0007453559925,116.30267812,DEER
20277.3333333,265.081666667,0.116388888889,0.0,212.575833333,353.0,14.38,0.0,0.0,2.04,603348.0,1571.35,1.8,0.0,359.63,2105.5,172.385,0.04,-0.0,178.82,99993.4594561,285.285973362,0.29699593819,0.0,113.150707071,DEER
4256.5982906,282.914700855,0.128717948718,-0.000598290598291,187.160940171,54.0,0.0,0.0,-0.07,0.0,38046.0,2425.47,3.74,0.0,359.63,2197.0,170.1,0.07,-0.0,179.63,6240.61367597,373.086052664,0.358744310207,0.00647150228929,118.907204989,DEER
13233.3777778,533.463333333,0.106222222222,0.0,174.257777778,1108.0,14.38,0.0,0.0,4.43,144655.0,5475.74,1.5,0.0,359.62,7536.0,230.58,0.04,-0.0,169.96,21898.0069644,920.556345088,0.246892402852,0.0,116.235334107,DEER
7904.59210526,255.863289474,0.0469736842105,0.0,183.440789474,1362.0,14.37,0.0,0.0,3.47,26763.0,1140.78,0.31,0.0,359.62,6670.5,179.45,0.03,0.0,179.625,5210.05663226,240.1608005,0.0558335559042,0.0,110.391734482,DEER
6647.28571429,365.44956044,0.100549450549,0.0,188.365824176,730.0,0.0,0.0,0.0,0.0,23350.0,2680.65,2.1,0.0,359.63,4883.0,214.82,0.04,0.0,182.83,4290.3797845,488.360523127,0.253444548559,0.0,121.628637655,DEER
9229.62121212,277.231818182,0.0501515151515,0.0,187.070757576,3546.0,14.38,0.0,0.0,1.11,40588.0,1281.68,0.31,0.0,359.62,4691.5,170.735,0.03,0.0,184.42,8476.65098739,296.581917286,0.0704380234782,0.0,113.279127731,DEER
225425.363636,192.431818182,0.0190909090909,0.0,186.019090909,3829.0,0.0,0.0,0.0,0.0,2379814.0,809.2,0.08,0.0,345.9,4147.0,118.02,0.01,-0.0,160.66,714617.018768,230.484267698,0.0225630429927,0.0,106.580668177,DEER
301938.478261,401.012608696,0.0771014492754,0.0,172.573913043,1058.0,0.0,0.0,-0.0,0.0,20333121.0,2765.53,0.9,-0.0,359.62,4973.0,212.65,0.03,-0.0,171.55,2446940.93974,547.703718115,0.150363299743,0.0,122.134274592,DEER
16759.0625,428.82875,0.054375,0.0,189.775,4023.0,0.0,0.0,0.0,0.0,76719.0,1533.69,0.2,0.0,354.1,10458.0,354.075,0.02,-0.0,184.285,18193.3756423,387.932358518,0.0670292224829,0.0,122.122422402,DEER
16420.7027027,343.422972973,0.0297297297297,0.0,247.467837838,3835.0,42.53,0.0,0.0,7.26,79494.0,2116.07,0.13,0.0,359.63,8697.0,216.01,0.02,0.0,259.48,19115.4100689,461.354792762,0.0281352375428,0.0,108.79196307,DEER
16512.7567568,358.214054054,0.0424324324324,0.0,200.511351351,2064.0,42.53,0.0,-0.0,1.66,75912.0,1185.88,0.22,-0.0,359.63,9280.0,300.51,0.02,0.0,187.8,17158.1885948,268.799952324,0.0479817908404,0.0,123.176184142,DEER
16314.6216216,457.596216216,0.184594594595,-0.000540540540541,184.891081081,291.0,85.04,0.0,-0.02,9.13,72207.0,1916.26,5.26,-0.0,359.63,9138.0,347.82,0.03,-0.0,182.84,18401.2331672,459.466543307,0.858867453862,0.00328797974611,123.744074848,DEER
17056.4,344.712,0.0365714285714,0.0,169.039714286,4576.0,50.1,0.0,0.0,1.66,83769.0,1068.24,0.17,0.0,359.63,10198.0,305.18,0.03,-0.0,171.03,18266.4486555,248.800367585,0.0365370768288,0.0,118.621612441,DEER
31742.6666667,450.973333333,0.0780952380952,0.0,171.49047619,2370.0,44.19,0.0,0.0,1.71,155725.0,1577.28,0.56,0.0,359.62,11412.0,342.12,0.03,-0.0,176.64,42806.6086888,383.848796277,0.149419511698,0.0,126.831341414,DEER
34109.0,437.94375,0.018125,0.0,201.356875,4709.0,44.19,0.01,-0.0,20.74,117143.0,1401.55,0.05,-0.0,359.62,21085.0,309.85,0.01,0.0,181.01,34814.6317899,360.593355048,0.0132759180474,0.0,106.124069951,DEER
28455.0,401.648571429,0.0404761904762,0.0,216.15,2315.0,88.38,0.0,-0.0,11.24,107788.0,1146.75,0.25,-0.0,357.47,23975.0,293.24,0.02,0.0,185.11,27427.2559546,299.453443715,0.0632041288585,0.0,114.932223201,DEER
89803.25,163.851875,0.01625,0.0,230.261875,5069.0,14.38,0.0,0.0,17.99,1037175.0,382.7,0.08,0.0,359.62,10904.0,114.195,0.01,0.0,196.195,257926.534073,120.497136133,0.0209364116633,0.0,104.571395274,DEER
48793.875,270.6675,0.01375,0.0,206.4525,5307.0,44.19,0.0,-0.0,4.43,180868.0,473.43,0.04,-0.0,353.17,23093.0,319.26,0.01,0.0,173.975,60321.3757929,157.007507532,0.0150594061731,0.0,130.560285884,DEER
82928.25,422.925,0.01,0.0,224.02375,7923.0,88.38,0.0,0.0,10.28,230778.0,699.0,0.03,0.0,359.63,57204.5,500.23,0.01,0.0,197.04,75578.7073789,255.400434556,0.0106904496765,0.0,120.407809421,DEER
135952.5,521.778333333,0.0183333333333,0.0,183.04,14249.0,132.19,0.0,0.0,32.76,525053.0,1148.89,0.08,0.0,353.17,71429.0,345.985,0.005,0.0,187.105,193929.958414,387.9301675,0.0312516666222,0.0,103.143454664,DEER
236823.0,622.29,0.005,0.0,94.88,41756.0,599.07,0.0,-0.0,6.01,431890.0,645.51,0.01,-0.0,183.75,236823.0,622.29,0.005,-0.0,94.88,275866.396971,32.8380389183,0.00707106781187,0.0,125.681159288,DEER
59054.25,484.54125,0.0375,0.0,180.96375,3701.0,85.53,0.0,-0.0,5.11,153996.0,901.5,0.17,-0.0,350.53,25441.5,533.415,0.015,-0.0,178.785,59638.5674058,291.168516569,0.0584929788216,0.0,92.9893007574,DEER
250249.75,532.5675,0.01,0.0,172.68,29142.0,339.76,0.0,-0.0,7.26,819006.0,647.98,0.02,-0.0,336.3,76425.5,571.265,0.01,0.0,173.58,379968.202786,135.39869851,0.00816496580928,0.0,134.366550401,DEER
48634.0,400.741666667,0.0233333333333,0.0,247.181666667,7916.0,50.1,0.0,-0.0,113.5,178594.0,809.09,0.08,-0.0,352.49,13002.5,405.185,0.01,0.0,248.27,68119.5005413,331.933283623,0.0314112506384,0.0,107.04429334,DEER
72923.375,371.8525,0.015,0.0,161.4075,7602.0,176.03,0.0,-0.0,40.35,256408.0,643.39,0.05,-0.0,354.09,39761.5,352.805,0.01,0.0,179.925,85717.4517586,134.698400855,0.0169030850946,0.0,109.375082922,DEER
